"Date and time","SMV340200 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340201 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340202 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340203 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340204 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340205 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340206 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340207 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340208 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340209 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340210 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340211 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340212 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340213 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340230 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340232 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340233 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340234 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340262 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340263 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","idrac-9DQGPV3 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","idrac-BDQGPV3 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","idrac-CDQGPV3 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","idrac-DDQGPV3 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","idrac-FDQGPV3 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)"
"2025-06-14T12:45:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","17","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T13:00:00-03:00","20","31","22","30","24","33","23","32","22","29","22","29","17","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T13:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","17","27","","25","29","17","24","33","31","24","20","20","27"
"2025-06-14T13:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","17","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T13:45:00-03:00","20","32","22","30","23","33","23","32","22","29","22","29","17","26","","26","29","18","23","33","31","24","20","20","27"
"2025-06-14T14:00:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","17","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T14:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","17","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T14:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","17","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T14:45:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","17","28","","26","29","18","24","33","31","24","20","20","27"
"2025-06-14T15:00:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","17","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T15:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","28","17","27","","24","29","18","25","33","31","24","20","20","27"
"2025-06-14T15:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","17","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-14T15:45:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","17","27","","26","29","18","24","33","31","24","20","20","27"
"2025-06-14T16:00:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T16:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-14T16:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T16:45:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","17","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T17:00:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-14T17:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","24","29","18","24","33","31","24","20","","27"
"2025-06-14T17:30:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","","27"
"2025-06-14T17:45:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-14T18:00:00-03:00","20","32","22","30","23","33","23","32","22","29","22","28","18","26","","24","29","18","24","33","31","24","20","20","27"
"2025-06-14T18:15:00-03:00","20","32","22","30","23","33","23","32","22","29","22","29","18","26","","24","29","18","24","33","31","24","20","20","27"
"2025-06-14T18:30:00-03:00","20","32","22","31","25","33","23","32","22","29","22","29","18","26","","25","29","18","26","33","31","24","20","20","27"
"2025-06-14T18:45:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","24","29","18","24","34","31","24","20","20","27"
"2025-06-14T19:00:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","24","29","18","23","34","31","24","20","20","27"
"2025-06-14T19:15:00-03:00","20","32","22","31","22","33","23","32","22","29","22","29","18","27","","24","29","18","23","33","31","24","20","20","27"
"2025-06-14T19:30:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T19:45:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T20:00:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T20:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","24","29","18","24","34","31","24","20","20","27"
"2025-06-14T20:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","24","30","18","24","33","31","24","20","20","27"
"2025-06-14T20:45:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T21:00:00-03:00","20","32","22","31","23","","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T21:15:00-03:00","20","32","22","31","23","","23","32","22","29","22","28","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-14T21:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","34","31","24","20","20","27"
"2025-06-14T21:45:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","34","31","24","20","20","27"
"2025-06-14T22:00:00-03:00","20","32","22","31","23","33","23","32","23","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T22:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","24","29","18","24","34","31","24","20","20","27"
"2025-06-14T22:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","30","18","28","","24","29","18","24","33","30","24","20","20","27"
"2025-06-14T22:45:00-03:00","20","32","22","31","23","33","23","32","23","29","22","29","18","28","","25","29","18","24","33","30","24","20","20","27"
"2025-06-14T23:00:00-03:00","20","32","22","31","23","33","23","32","23","29","22","29","18","28","","25","29","18","24","33","30","24","20","20","27"
"2025-06-14T23:15:00-03:00","20","32","22","31","23","33","23","32","23","29","22","29","18","28","","24","29","18","24","33","30","24","20","20","27"
"2025-06-14T23:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","30","18","28","","25","29","18","24","33","30","24","20","20","27"
"2025-06-14T23:45:00-03:00","20","32","22","31","23","33","23","32","22","29","22","30","18","28","","24","29","18","24","34","30","24","20","20","27"
"2025-06-15T00:00:00-03:00","20","32","22","31","24","33","23","32","23","29","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-15T00:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","26","29","18","24","33","31","24","20","20","27"
"2025-06-15T00:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","28","","24","29","18","24","33","31","24","20","20","27"
"2025-06-15T00:45:00-03:00","20","32","22","31","25","33","23","32","22","29","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-15T01:00:00-03:00","20","32","22","31","23","33","23","32","23","29","22","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-15T01:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","28","","26","29","18","24","33","31","24","20","20","27"
"2025-06-15T01:30:00-03:00","20","32","22","31","23","33","23","32","23","29","22","29","18","27","","24","29","18","24","34","31","24","20","","27"
"2025-06-15T01:45:00-03:00","20","32","22","31","23","33","23","32","23","29","22","29","18","28","","25","29","18","24","34","31","24","20","","27"
"2025-06-15T02:00:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","30","24","20","20","27"
"2025-06-15T02:15:00-03:00","20","32","22","31","23","33","23","32","23","29","22","29","18","28","","24","29","18","24","33","31","24","20","20","27"
"2025-06-15T02:30:00-03:00","20","32","22","31","22","33","23","32","23","29","22","29","18","28","","25","29","18","23","33","30","24","20","20","27"
"2025-06-15T02:45:00-03:00","20","31","22","30","23","33","23","32","23","29","22","29","18","27","","25","29","18","24","33","30","24","20","20","27"
"2025-06-15T03:00:00-03:00","20","31","22","31","23","33","23","32","23","29","22","29","18","27","","24","29","18","24","33","30","24","20","20","27"
"2025-06-15T03:15:00-03:00","20","31","22","30","23","33","23","32","23","29","22","29","18","26","","25","29","18","24","33","30","24","20","20","27"
"2025-06-15T03:30:00-03:00","20","32","22","31","23","33","24","32","23","29","22","29","18","27","","24","29","18","23","33","31","24","20","20","27"
"2025-06-15T03:45:00-03:00","20","32","22","31","23","33","24","32","23","29","22","29","18","28","","24","29","18","23","33","30","24","20","20","27"
"2025-06-15T04:00:00-03:00","20","32","22","31","23","33","24","32","23","29","22","29","18","27","","24","29","18","24","33","30","24","20","20","27"
"2025-06-15T04:15:00-03:00","20","32","22","31","23","33","23","32","23","29","22","29","18","27","","24","29","18","24","33","30","24","20","20","27"
"2025-06-15T04:30:00-03:00","20","32","22","30","23","33","23","32","23","29","22","29","18","28","","24","29","18","24","33","30","24","20","20","27"
"2025-06-15T04:45:00-03:00","20","32","22","31","22","33","24","32","23","29","22","29","18","27","","24","29","18","23","33","30","24","20","20","27"
"2025-06-15T05:00:00-03:00","20","31","22","31","23","33","23","32","23","29","22","29","18","26","","25","29","18","24","33","30","24","20","20","27"
"2025-06-15T05:15:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","18","28","","26","29","18","23","33","30","24","20","","27"
"2025-06-15T05:30:00-03:00","20","31","22","31","22","33","23","32","22","29","22","29","18","27","","24","29","18","23","33","30","24","20","","27"
"2025-06-15T05:45:00-03:00","20","31","22","31","24","33","24","31","22","29","22","29","18","27","","25","29","18","25","33","30","24","20","","27"
"2025-06-15T06:00:00-03:00","20","31","22","30","23","33","23","31","22","29","22","29","18","26","","24","29","18","24","33","30","24","20","","27"
"2025-06-15T06:15:00-03:00","20","31","22","31","23","33","23","31","23","29","22","29","18","27","","24","29","18","23","33","30","24","20","20","27"
"2025-06-15T06:30:00-03:00","20","31","22","31","23","33","23","31","22","29","22","29","17","27","","25","29","18","23","33","30","24","20","20","27"
"2025-06-15T06:45:00-03:00","20","31","22","31","23","33","23","31","22","29","22","29","18","27","","25","29","18","24","33","30","24","20","20","27"
"2025-06-15T07:00:00-03:00","20","31","22","31","23","33","23","31","23","29","22","29","18","27","","24","29","18","23","33","30","24","20","20","27"
"2025-06-15T07:15:00-03:00","20","31","22","31","23","33","23","31","23","29","22","29","18","27","","24","29","18","24","33","30","24","20","20","27"
"2025-06-15T07:30:00-03:00","20","31","22","31","25","33","23","31","23","29","22","29","18","27","","24","29","18","26","32","30","24","20","20","27"
"2025-06-15T07:45:00-03:00","20","31","22","30","23","33","23","31","23","29","22","29","18","27","","24","29","18","23","32","30","24","20","20","27"
"2025-06-15T08:00:00-03:00","20","31","22","30","23","33","23","31","23","29","22","29","18","27","","25","29","18","23","32","30","24","20","20","27"
"2025-06-15T08:15:00-03:00","20","32","22","31","23","33","23","31","23","29","22","29","18","27","","24","29","18","24","32","30","24","20","20","27"
"2025-06-15T08:30:00-03:00","20","32","22","31","23","33","23","31","22","29","22","29","18","27","","24","29","18","23","33","30","24","20","20","27"
"2025-06-15T08:45:00-03:00","20","32","22","31","22","33","24","32","23","29","22","29","18","27","","25","29","18","23","33","30","24","20","20","27"
"2025-06-15T09:00:00-03:00","20","31","22","31","23","33","24","32","23","29","21","29","18","28","","25","29","18","24","33","30","24","20","20","27"
"2025-06-15T09:15:00-03:00","20","31","22","31","23","33","23","32","23","29","21","29","18","27","","26","29","18","24","33","31","24","20","20","27"
"2025-06-15T09:30:00-03:00","20","31","22","31","23","33","23","32","22","29","21","29","18","26","","25","29","18","24","33","31","24","20","20","27"
"2025-06-15T09:45:00-03:00","20","32","22","31","24","33","23","32","23","29","22","29","18","28","","26","29","18","24","33","31","24","20","20","27"
"2025-06-15T10:00:00-03:00","20","31","22","31","23","33","23","32","23","29","22","29","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-15T10:15:00-03:00","20","31","22","31","23","33","23","32","23","29","22","29","17","27","","25","29","18","25","33","31","24","20","","27"
"2025-06-15T10:30:00-03:00","20","31","22","31","23","33","23","32","23","29","22","29","18","27","","25","29","18","24","33","31","24","20","","27"
"2025-06-15T10:45:00-03:00","20","31","22","31","23","","23","32","23","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-15T11:00:00-03:00","20","31","22","31","24","","23","32","22","29","22","29","18","27","","26","29","18","24","33","31","24","20","","27"
"2025-06-15T11:15:00-03:00","20","31","22","31","23","33","24","32","22","29","22","29","18","27","","25","29","18","23","33","31","24","20","","27"
"2025-06-15T11:30:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-15T11:45:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-15T12:00:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","28","","27","29","18","24","33","31","24","20","20","27"
"2025-06-15T12:15:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","18","27","","26","29","18","24","33","31","24","20","20","27"
"2025-06-15T12:30:00-03:00","20","32","22","31","23","","23","32","22","29","22","29","17","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-15T12:45:00-03:00","20","31","22","31","23","","23","32","22","29","22","29","17","28","","25","29","18","25","33","30","24","20","20","27"
"2025-06-15T13:00:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","25","33","31","24","20","20","26"
"2025-06-15T13:15:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","18","28","","25","29","18","25","34","31","24","20","20","27"
"2025-06-15T13:30:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","17","27","","26","29","18","25","33","31","24","20","20","27"
"2025-06-15T13:45:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","17","28","","26","29","18","25","33","30","24","20","20","27"
"2025-06-15T14:00:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","17","28","","26","29","18","25","33","31","24","20","20","26"
"2025-06-15T14:15:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","17","27","","26","29","18","24","33","31","24","20","","27"
"2025-06-15T14:30:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","17","27","","25","29","18","25","33","30","24","20","","27"
"2025-06-15T14:45:00-03:00","20","31","22","31","23","33","23","33","22","29","22","29","17","27","","26","29","18","24","33","31","24","20","20","27"
"2025-06-15T15:00:00-03:00","20","31","22","31","24","33","23","33","22","29","22","29","17","27","","26","29","18","25","33","30","24","20","20","27"
"2025-06-15T15:15:00-03:00","20","31","22","31","23","33","23","33","22","29","22","29","17","28","","25","29","18","24","33","30","24","20","20","27"
"2025-06-15T15:30:00-03:00","20","31","22","31","24","33","23","33","22","29","22","29","17","28","","26","29","18","25","33","30","24","20","20","27"
"2025-06-15T15:45:00-03:00","20","31","22","31","24","33","23","33","22","29","22","29","18","28","","25","29","18","25","33","31","24","20","20","27"
"2025-06-15T16:00:00-03:00","20","31","22","31","24","33","23","33","22","29","22","29","18","27","","27","29","18","25","33","31","24","20","20","26"
"2025-06-15T16:15:00-03:00","20","31","22","31","23","33","23","33","22","29","22","29","18","27","","26","29","18","24","33","31","24","20","20","27"
"2025-06-15T16:30:00-03:00","20","31","22","31","23","33","23","33","22","29","22","29","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-15T16:45:00-03:00","20","31","22","31","24","33","23","33","22","29","22","29","18","28","","25","29","18","25","33","31","24","20","20","27"
"2025-06-15T17:00:00-03:00","20","31","22","31","23","33","23","33","22","29","22","28","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-15T17:15:00-03:00","20","31","22","30","23","33","23","33","22","29","22","29","18","26","","25","29","18","24","33","31","24","20","20","27"
"2025-06-15T17:30:00-03:00","20","31","22","31","23","33","23","33","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-15T17:45:00-03:00","20","31","22","31","23","33","23","33","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-15T18:00:00-03:00","20","31","22","31","24","33","23","33","22","29","22","29","18","28","","25","29","18","25","33","31","24","20","20","27"
"2025-06-15T18:15:00-03:00","20","32","22","31","23","33","23","33","22","29","22","29","18","27","","25","28","18","24","33","31","24","20","20","27"
"2025-06-15T18:30:00-03:00","20","32","22","31","24","33","23","32","22","29","22","30","18","28","","26","29","18","25","33","31","24","20","20","27"
"2025-06-15T18:45:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-15T19:00:00-03:00","20","31","22","31","23","33","23","33","22","29","22","29","18","27","","25","29","18","24","33","30","24","20","20","27"
"2025-06-15T19:15:00-03:00","20","32","22","31","23","33","23","33","22","29","22","29","18","27","","25","29","18","24","33","30","24","20","20","27"
"2025-06-15T19:30:00-03:00","20","32","22","31","23","33","23","33","22","29","22","30","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-15T19:45:00-03:00","20","31","22","31","23","33","23","33","22","29","22","30","18","28","","25","29","18","24","33","30","24","20","20","27"
"2025-06-15T20:00:00-03:00","20","31","22","30","23","33","23","33","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-15T20:15:00-03:00","20","31","22","31","23","33","23","33","22","29","22","29","18","28","","25","29","18","24","33","30","24","20","20","27"
"2025-06-15T20:30:00-03:00","20","31","22","30","23","33","23","33","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","","27"
"2025-06-15T20:45:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","","27"
"2025-06-15T21:00:00-03:00","","","","","","","23","32","","29","","","18","","","","29","18","","33","","","","",""
"2025-06-15T21:15:00-03:00","","","","","","","23","32","","29","","","18","","","","29","18","","32","","","","",""
"2025-06-15T21:30:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","18","28","","26","29","18","24","32","31","24","20","20","27"
"2025-06-15T21:45:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","18","28","","25","29","18","24","32","31","24","20","20","27"
"2025-06-15T22:00:00-03:00","20","31","22","31","25","33","","","22","","22","30","","28","","26","","","25","","31","24","20","20","27"
"2025-06-15T22:15:00-03:00","20","31","22","31","23","33","","","22","","22","30","","28","","25","","","24","","31","24","20","20","27"
"2025-06-15T22:30:00-03:00","20","31","22","31","23","33","23","33","22","29","22","30","18","28","","26","29","18","24","32","30","24","20","20","27"
"2025-06-15T22:45:00-03:00","20","31","22","31","24","33","23","32","22","29","22","30","18","28","","25","29","18","24","32","31","24","20","20","27"
"2025-06-15T23:00:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","18","28","","25","29","18","24","32","31","24","20","20","27"
"2025-06-15T23:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","30","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-15T23:30:00-03:00","20","31","22","31","24","33","23","33","22","29","22","30","18","28","","25","29","18","25","33","31","24","20","20","27"
"2025-06-15T23:45:00-03:00","20","32","22","31","23","33","23","33","22","29","22","30","18","28","","25","29","18","24","33","30","24","20","20","27"
"2025-06-16T00:00:00-03:00","20","31","22","31","24","33","23","32","22","29","22","30","18","28","","25","29","18","25","33","31","24","20","20","27"
"2025-06-16T00:15:00-03:00","20","32","22","31","25","33","23","33","22","29","22","30","18","28","","25","29","18","25","33","31","24","20","20","27"
"2025-06-16T00:30:00-03:00","20","32","22","31","24","33","23","33","22","29","22","30","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-16T00:45:00-03:00","20","31","22","31","24","33","23","32","22","29","22","30","17","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-16T01:00:00-03:00","20","31","22","31","25","33","23","32","22","29","22","29","17","28","","25","29","18","26","33","30","24","20","20","27"
"2025-06-16T01:15:00-03:00","20","32","22","31","23","33","23","33","22","29","22","29","17","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-16T01:30:00-03:00","20","31","22","31","23","33","23","33","22","29","22","29","17","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-16T01:45:00-03:00","20","31","22","31","25","33","23","32","22","29","22","29","17","28","","25","29","18","25","33","30","24","20","20","27"
"2025-06-16T02:00:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","17","28","","26","29","18","24","33","31","24","20","20","27"
"2025-06-16T02:15:00-03:00","20","32","22","31","23","33","23","33","22","29","22","30","17","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-16T02:30:00-03:00","20","32","22","31","24","33","23","33","22","29","22","30","17","28","","25","29","18","24","33","30","24","20","20","27"
"2025-06-16T02:45:00-03:00","20","31","22","31","24","33","23","32","22","29","22","30","17","28","","25","29","18","24","33","30","24","20","20","27"
"2025-06-16T03:00:00-03:00","20","31","22","31","24","33","23","32","22","","22","28","17","28","","25","29","18","25","33","30","24","20","20","27"
"2025-06-16T03:15:00-03:00","20","31","22","30","24","33","23","32","22","","22","29","17","26","","25","29","18","25","33","30","24","20","20","27"
"2025-06-16T03:30:00-03:00","20","31","22","30","24","33","23","32","22","29","22","29","17","28","","26","29","18","25","33","30","24","20","20","27"
"2025-06-16T03:45:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","17","27","","25","29","18","24","33","30","24","20","20","27"
"2025-06-16T04:00:00-03:00","20","31","22","31","25","33","23","32","22","29","22","29","17","28","","26","29","18","26","33","30","24","20","20","27"
"2025-06-16T04:15:00-03:00","20","31","22","31","23","33","23","32","22","29","22","30","17","28","","25","28","18","24","33","31","","20","20","27"
"2025-06-16T04:30:00-03:00","20","31","22","31","25","33","23","32","22","29","22","29","17","28","","","29","18","26","33","30","","20","20","27"
"2025-06-16T04:45:00-03:00","20","","","30","23","33","23","32","","29","22","29","17","27","","","29","18","24","32","30","23","20","20","27"
"2025-06-16T05:00:00-03:00","","","","31","23","33","23","32","","29","","","17","27","","27","29","18","24","32","30","23","20","20","27"
"2025-06-16T05:15:00-03:00","","31","22","31","23","33","23","32","22","29","","","17","28","","26","29","18","24","33","30","23","20","20","27"
"2025-06-16T05:30:00-03:00","20","31","22","30","24","33","23","32","22","29","22","29","17","27","","25","29","18","25","33","30","23","20","20","27"
"2025-06-16T05:45:00-03:00","20","31","22","31","23","33","23","32","22","29","21","29","17","28","","25","29","18","23","33","30","23","20","","27"
"2025-06-16T06:00:00-03:00","20","31","22","31","23","33","23","32","22","29","21","29","17","28","","25","29","17","23","33","30","23","20","","27"
"2025-06-16T06:15:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","17","28","","25","29","18","24","33","30","23","20","20","27"
"2025-06-16T06:30:00-03:00","20","31","22","31","24","33","23","32","22","29","22","30","17","28","","24","29","18","24","33","30","23","20","20","27"
"2025-06-16T06:45:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","17","28","","25","29","17","24","33","30","23","20","20","27"
"2025-06-16T07:00:00-03:00","20","31","22","31","23","33","23","32","22","29","22","30","17","28","","25","29","17","24","33","30","23","20","20","27"
"2025-06-16T07:15:00-03:00","20","32","22","31","24","33","23","32","22","29","22","30","17","28","","25","29","17","24","33","30","23","20","20","27"
"2025-06-16T07:30:00-03:00","20","31","22","30","23","33","23","32","22","","22","29","17","27","","26","29","17","24","33","30","23","20","20","27"
"2025-06-16T07:45:00-03:00","20","32","22","31","24","33","23","32","22","","22","30","17","28","","25","29","17","24","33","30","23","20","20","27"
"2025-06-16T08:00:00-03:00","20","32","22","31","23","33","23","32","22","29","22","30","17","28","","26","29","17","23","33","30","23","20","20","27"
"2025-06-16T08:15:00-03:00","19","32","22","31","22","33","23","32","22","29","21","30","17","28","","24","29","17","23","33","30","23","20","20","27"
"2025-06-16T08:30:00-03:00","19","31","22","31","23","33","23","32","22","29","21","29","17","28","","24","28","17","24","33","30","23","20","20","27"
"2025-06-16T08:45:00-03:00","19","31","22","30","23","33","23","32","22","29","21","29","17","28","","24","29","17","24","33","30","23","20","20","27"
"2025-06-16T09:00:00-03:00","20","31","22","31","24","33","23","32","22","29","21","29","17","28","","26","29","17","25","33","30","23","20","20","27"
"2025-06-16T09:15:00-03:00","20","31","22","30","23","33","23","32","22","29","22","29","17","27","","25","29","17","24","33","30","23","20","20","27"
"2025-06-16T09:30:00-03:00","20","31","22","30","25","33","23","32","22","29","22","29","17","28","","25","29","17","25","33","30","23","20","20","27"
"2025-06-16T09:45:00-03:00","20","31","22","31","24","33","23","32","22","29","21","30","17","28","","26","29","17","24","33","30","23","20","20","27"
"2025-06-16T10:00:00-03:00","20","31","22","30","24","33","23","32","22","29","22","29","17","27","","25","29","17","24","33","30","23","20","20","27"
"2025-06-16T10:15:00-03:00","20","31","22","30","23","33","23","32","22","29","21","29","17","27","","25","29","17","24","33","30","23","20","20","27"
"2025-06-16T10:30:00-03:00","20","31","22","31","23","32","23","32","22","29","21","29","17","27","","25","29","17","24","33","30","23","20","20","27"
"2025-06-16T10:45:00-03:00","20","31","22","31","23","32","23","32","22","29","22","30","17","28","","26","29","17","25","33","30","23","20","20","27"
"2025-06-16T11:00:00-03:00","20","31","22","30","23","32","23","32","22","29","22","29","17","28","","26","29","17","24","33","30","23","20","20","27"
"2025-06-16T11:15:00-03:00","20","31","22","30","23","32","23","32","22","29","22","29","17","27","","25","29","17","24","33","30","23","20","20","27"
"2025-06-16T11:30:00-03:00","20","31","22","30","24","32","23","32","22","29","22","29","17","27","","25","29","17","24","32","30","23","20","20","27"
"2025-06-16T11:45:00-03:00","20","31","22","31","23","32","23","32","22","29","21","29","17","27","","25","29","17","24","32","30","23","20","20","27"
"2025-06-16T12:00:00-03:00","20","31","22","30","24","32","23","32","22","29","22","29","17","27","","24","29","17","25","32","30","23","20","20","27"
"2025-06-16T12:15:00-03:00","20","31","22","31","23","32","23","32","22","29","21","29","17","28","","26","29","17","23","32","30","23","20","20","27"
"2025-06-16T12:30:00-03:00","20","31","22","31","23","32","23","32","22","29","22","29","17","28","","25","29","17","23","32","30","23","20","20","27"
"2025-06-16T12:45:00-03:00","19","31","22","30","22","32","23","32","22","29","21","29","17","27","","25","29","17","23","32","30","23","20","20","27"
